dataset,classifier,meta_model,predicted_resampling,actual_best_resampling,baseline_macro_f1,selected_macro_f1,oracle_best_macro_f1,selected_improvement_vs_baseline,oracle_improvement_vs_baseline,gap_to_oracle,regret,top1_correct,top3_correct
shuttle-c0-vs-c4,logistic_regression,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,0.9978126849919576,0.9978126849919576,0.9978126849919576,0.0,0.0,0.0,0.0,True,True
vehicle2,logistic_regression,xgboost,none,ros,0.942049967139062,0.942049967139062,0.9518336381687104,0.0,0.009783671029648389,0.009783671029648389,0.0097836710296483,False,False
vowel0,logistic_regression,xgboost,smote,none,0.8552891556541312,0.7964026023727517,0.8552891556541312,-0.05888655328137948,0.0,0.05888655328137948,0.0588865532813794,False,False
wisconsin,logistic_regression,xgboost,smote_tomek,smote_enn,0.9677556415824756,0.9663060713908171,0.9680602319491208,-0.001449570191658478,0.00030459036664520767,0.0017541605583036857,0.0017541605583036,False,False
yeast1,logistic_regression,xgboost,smote_tomek,rus,0.6456136985304575,0.6755602582478469,0.6832967627521116,0.029946559717389465,0.03768306422165413,0.007736504504264663,0.0077365045042646,False,False
ecoli-0_vs_1,decision_tree,xgboost,none,smote_enn,0.9702058504875406,0.9702058504875406,0.9899488304093568,0.0,0.019742979921816173,0.019742979921816173,0.0197429799218161,False,False
glass1,decision_tree,xgboost,smote_enn,none,0.7609506833036244,0.6935513673318552,0.7609506833036244,-0.06739931597176918,0.0,0.06739931597176918,0.0673993159717691,False,True
haberman,decision_tree,xgboost,smote_enn,smote_enn,0.5658193101802125,0.6397058823529411,0.6397058823529411,0.07388657217272865,0.07388657217272865,0.0,0.0,True,True
iris0,decision_tree,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
page-blocks0,decision_tree,xgboost,adasyn,none,0.9124443797226672,0.897287077342479,0.9124443797226672,-0.015157302380188198,0.0,0.015157302380188198,0.0151573023801881,False,True
pima,decision_tree,xgboost,none,smote_enn,0.6715751896474788,0.6715751896474788,0.7012961643040045,0.0,0.02972097465652579,0.02972097465652579,0.0297209746565257,False,True
segment0,decision_tree,xgboost,none,adasyn,0.9849535772068706,0.9849535772068706,0.989338507021434,0.0,0.004384929814563399,0.004384929814563399,0.0043849298145633,False,True
shuttle-c0-vs-c4,decision_tree,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
vehicle2,decision_tree,xgboost,adasyn,none,0.9507111489807956,0.9460100103020412,0.9507111489807956,-0.004701138678754324,0.0,0.004701138678754324,0.0047011386787543,False,False
vowel0,decision_tree,xgboost,none,adasyn,0.8512122885397319,0.8512122885397319,0.8828029071650012,0.0,0.03159061862526935,0.03159061862526935,0.0315906186252693,False,False
wisconsin,decision_tree,xgboost,smote_enn,none,0.953291215956496,0.9469512065958534,0.953291215956496,-0.006340009360642607,0.0,0.006340009360642607,0.0063400093606426,False,True
yeast1,decision_tree,xgboost,smote_enn,none,0.6783822319268029,0.6692266519486466,0.6783822319268029,-0.009155579978156303,0.0,0.009155579978156303,0.0091555799781563,False,True
ecoli-0_vs_1,random_forest,xgboost,adasyn,none|ros|smote_enn,0.9899488304093568,0.975099037917374,0.9899488304093568,-0.014849792491982816,0.0,0.014849792491982816,0.0148497924919828,False,True
glass1,random_forest,xgboost,smote_enn,ros,0.8335967090576166,0.7792780121894045,0.8572169916228037,-0.05431869686821211,0.023620282565187112,0.07793897943339922,0.0779389794333992,False,False
haberman,random_forest,xgboost,smote,smote_enn,0.529559748427673,0.5490765861921748,0.655656819221685,0.01951683776450186,0.126097070794012,0.10658023302951014,0.1065802330295101,False,False
iris0,random_forest,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
page-blocks0,random_forest,xgboost,smote_tomek,none,0.9345174973488866,0.9258422617863128,0.9345174973488866,-0.008675235562573769,0.0,0.008675235562573769,0.0086752355625737,False,False
pima,random_forest,xgboost,smote,smote_enn,0.7354267425456938,0.7342173327019053,0.7431733533861193,-0.0012094098437885892,0.007746610840425494,0.008956020684214083,0.008956020684214,False,False
segment0,random_forest,xgboost,none,adasyn,0.9946556506999986,0.9946556506999986,0.9964641357967948,0.0,0.0018084850967962085,0.0018084850967962085,0.0018084850967962,False,False
shuttle-c0-vs-c4,random_forest,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
vehicle2,random_forest,xgboost,none,none,0.9860331250103184,0.9860331250103184,0.9860331250103184,0.0,0.0,0.0,0.0,True,True
vowel0,random_forest,xgboost,adasyn,none,0.9125866035090584,0.8618523657405914,0.9125866035090584,-0.05073423776846697,0.0,0.05073423776846697,0.0507342377684669,False,True
wisconsin,random_forest,xgboost,adasyn,smote_tomek,0.9695724860430164,0.9664322407760628,0.9760671661141908,-0.0031402452669535563,0.006494680071174375,0.009634925338127931,0.0096349253381279,False,True
yeast1,random_forest,xgboost,smote_enn,smote_tomek,0.7063534771707733,0.692720050732675,0.7315821634877828,-0.013633426438098395,0.025228686317009474,0.03886211275510787,0.0388621127551078,False,True
ecoli-0_vs_1,xgboost,xgboost,adasyn,smote_enn,0.98001998001998,0.975099037917374,0.9899488304093568,-0.004920942102606074,0.009928850389376742,0.014849792491982816,0.0148497924919828,False,False
glass1,xgboost,xgboost,smote_enn,ros,0.8174728889971976,0.733424213223024,0.8275665939899517,-0.08404867577417363,0.010093704992754082,0.09414238076692771,0.0941423807669277,False,True
haberman,xgboost,xgboost,ros,smote_enn,0.550908090258668,0.557703783267693,0.6397174254317111,0.006795693009024939,0.08880933517304301,0.08201364216401807,0.082013642164018,False,True
iris0,xgboost,xgboost,none,none|ros|rus|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
page-blocks0,xgboost,xgboost,adasyn,none,0.9305993992368964,0.9126112189393464,0.9305993992368964,-0.017988180297550005,0.0,0.017988180297550005,0.01798818029755,False,False
pima,xgboost,xgboost,ros,none,0.7361390827659384,0.7333994545003719,0.7361390827659384,-0.002739628265566507,0.0,0.002739628265566507,0.0027396282655665,False,False
segment0,xgboost,xgboost,none,none,0.992910361224468,0.992910361224468,0.992910361224468,0.0,0.0,0.0,0.0,True,True
shuttle-c0-vs-c4,xgboost,xgboost,none,none|ros|smote|smote_tomek|smote_enn,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
vehicle2,xgboost,xgboost,none,ros,0.9767920335774832,0.9767920335774832,0.9815166808677984,0.0,0.004724647290315187,0.004724647290315187,0.0047246472903151,False,True
vowel0,xgboost,xgboost,ros,none,0.9107273731238392,0.9038134808101173,0.9107273731238392,-0.00691389231372197,0.0,0.00691389231372197,0.0069138923137219,False,False
wisconsin,xgboost,xgboost,ros,smote_enn,0.9663060713908171,0.9615290738063498,0.9680009744944807,-0.0047769975844673684,0.001694903103663603,0.0064719006881309715,0.0064719006881309,False,False
yeast1,xgboost,xgboost,smote_enn,smote_tomek,0.6963947375929667,0.6818280165496453,0.7104116832431071,-0.014566721043321351,0.014016945650140444,0.028583666693461796,0.0285836666934617,False,False
